id,name,species_id,life_span,temperament,origin,country_codes,country_code,description,bred_for,perfect_for,breed_group,history,reference_image_id,weight,height,image,weight_metric_raw,weight_min,weight_max,weight_mean,height_metric_raw,height_min,height_max,height_mean,life_min,life_max,life_mean,size_cat,temperament_list
69,Catahoula Leopard Dog,2,10-14,"Independent, intelligent, loyal, protective, energetic, work-focused","Louisiana, United States",US,US,"Medium to large, athletic herding and hunting breed known for its distinctive spotted or merle coat patterns, striking heterochromatic (glass) eyes, and strong work ethic. This versatile working dog combines intelligence with independence.",,,Herding,Developed in Northern Louisiana from Native American dogs crossed with Spanish and French settlers' dogs for hunting feral hogs and herding cattle. Named after Catahoula Parish and designated as the official state dog of Louisiana.,Q1BZEKatoN,"{'imperial': 'Male: 65-90; Female: 50-65', 'metric': 'Male: 29-41; Female: 23-29'}","{'imperial': 'Male: 22-26; Female: 20-24', 'metric': 'Male: 56-66; Female: 51-61'}","{'id': 'Q1BZEKatoN', 'url': 'https://cdn4.thedogapi.com/optimized/Q1BZEKatoN.jpg', 'width': 1184, 'height': 896}",Male: 29-41; Female: 23-29,23.0,41.0,30.5,Male: 56-66; Female: 51-61,51.0,66.0,58.5,10.0,14.0,12.0,large,"['Independent', 'intelligent', 'loyal', 'protective', 'energetic', 'work-focused']"
70,Caucasian Shepherd Dog,2,10-12,"Protective, independent, confident, courageous, alert",Caucasus Mountains,RU,RU,"Massive, powerful livestock guardian breed with thick, weather-resistant double coat, originally bred to protect flocks from large predators like wolves and bears in the Caucasus Mountains. This formidable guardian combines strong protective instincts with courageous temperament.",,,Working,"Ancient breed developed in the Caucasus Mountain region to protect flocks from large predators like wolves and bears, as well as human thieves. Selectively bred by shepherds for protection ability, later utilized by the Soviet Union as military and prison guard dogs",N9DEB8FyHi,"{'imperial': 'Male: 110-170; Female: 99-150', 'metric': 'Male: 50-77; Female: 45-68'}","{'imperial': 'Male: 27-30; Female: 25-28', 'metric': 'Male: 68-76; Female: 64-71'}","{'id': 'N9DEB8FyHi', 'url': 'https://cdn4.thedogapi.com/optimized/N9DEB8FyHi.jpg', 'width': 1216, 'height': 880}",Male: 50-77; Female: 45-68,45.0,77.0,60.0,Male: 68-76; Female: 64-71,64.0,76.0,69.75,10.0,12.0,11.0,large,"['Protective', 'independent', 'confident', 'courageous', 'alert']"
71,Cavalier King Charles Spaniel,2,12-15,"Affectionate, gentle, friendly, playful, eager to please, adaptable",United Kingdom,GB,GB,"Small, elegant toy spaniel with silky coat, large expressive eyes, and noble appearance, known for its gentle expression and affectionate temperament, equally at home as a lap dog or active companion",,,Toy,"Named after King Charles II who favored the breed, descended from toy spaniels depicted in 16th-18th century British court paintings. The modern breed was revived in the 1920s by enthusiasts seeking to restore the longer-nosed type seen in old portraits",fM3yF6cLB1,"{'imperial': '13-18', 'metric': '6-8'}","{'imperial': '12-13', 'metric': '30-33'}","{'id': 'fM3yF6cLB1', 'url': 'https://cdn4.thedogapi.com/optimized/fM3yF6cLB1.jpg', 'width': 1216, 'height': 880}",6-8,6.0,8.0,7.0,30-33,30.0,33.0,31.5,12.0,15.0,13.5,small,"['Affectionate', 'gentle', 'friendly', 'playful', 'eager to please', 'adaptable']"
76,Chesapeake Bay Retriever,2,10-13,"Intelligent, courageous, loyal, protective, confident","Maryland, United States",US,US,"A powerful, muscular gundog with distinctive wavy, waterproof double coat and amber eyes, bred for retrieving waterfowl in the harsh conditions of the Chesapeake Bay",,,Sporting,Developed in the 19th century along the Chesapeake Bay from two shipwrecked Newfoundland-type puppies (Sailor and Canton) bred with local retrievers to create a water gundog capable of withstanding icy conditions and retrieving waterfowl in harsh environments,MLiMZc2OS4,"{'imperial': 'Male: 65-80; Female: 55-70', 'metric': 'Male: 29-36; Female: 25-32'}","{'imperial': 'Male: 23-26; Female: 21-24', 'metric': 'Male: 58-66; Female: 53-61'}","{'id': 'MLiMZc2OS4', 'url': 'https://cdn4.thedogapi.com/optimized/MLiMZc2OS4.jpg', 'width': 1136, 'height': 928}",Male: 29-36; Female: 25-32,25.0,36.0,30.5,Male: 58-66; Female: 53-61,53.0,66.0,59.5,10.0,13.0,11.5,large,"['Intelligent', 'courageous', 'loyal', 'protective', 'confident']"
78,Chinese Crested,2,,"Affectionate, alert, playful, lively, intelligent, gentle",China,CN,CN,"Small, elegant toy dog with fine-boned build that comes in two distinctive varieties: the Hairless with soft skin and tufts of hair, and the Powderpuff with a soft, straight double coat",,,Toy,Ancient breed believed to have descended from African or Mexican hairless dogs and refined in China. Chinese mariners kept them on ships to hunt vermin and traded them among port cities worldwide. Served as companions to Chinese nobility and were believed to possess magical healing powers,EmZBU7gxxa,"{'imperial': '8-12', 'metric': '3.6-5.4'}","{'imperial': '11-13', 'metric': '28-33'}","{'id': 'EmZBU7gxxa', 'url': 'https://cdn4.thedogapi.com/optimized/EmZBU7gxxa.jpg', 'width': 1264, 'height': 832}",3.6-5.4,3.6,5.4,4.5,28-33,28.0,33.0,30.5,,,,small,"['Affectionate', 'alert', 'playful', 'lively', 'intelligent', 'gentle']"
79,Chinese Shar-Pei,2,8-12,"Loyal, independent, calm, alert, protective, intelligent",China,CN,CN,"An ancient Chinese breed known for its distinctive deep wrinkles, hippopotamus-like muzzle, blue-black tongue, and compact, medium-sized build with a calm, independent temperament",,,Non-Sporting,"Ancient Chinese breed from southern provinces dating back to the Han Dynasty, originally used as all-purpose farm dog for hunting, herding, guarding, and farm work. Nearly extinct in mid-20th century but revived from very small population by dedicated breeders in 1970s",Rrs2lVEQHq,"{'imperial': '45-60', 'metric': '20-27'}","{'imperial': '18-20', 'metric': '46-51'}","{'id': 'Rrs2lVEQHq', 'url': 'https://cdn4.thedogapi.com/optimized/Rrs2lVEQHq.jpg', 'width': 1200, 'height': 896}",20-27,20.0,27.0,23.5,46-51,46.0,51.0,48.5,8.0,12.0,10.0,medium,"['Loyal', 'independent', 'calm', 'alert', 'protective', 'intelligent']"
80,Chinook,2,12-15,"Intelligent, calm, devoted, friendly, eager to please","New Hampshire, United States",US,US,"Large, athletic American sled dog with distinctive tawny double coat, known for combining strength, endurance, and a calm, gentle temperament. This versatile working breed was developed for drafting and sled-dog racing in New England conditions.",,,Working,"Developed in the early 20th century by polar explorer Arthur Treadwell Walden by crossing Mastiff-type dogs with Huskies and Belgian Shepherds. Named after the foundation male 'Chinook', bred to be an ideal sled dog for New England conditions. Recognized by the AKC in 2013.",LtHPr7ay0L,"{'imperial': 'Male: 55-90; Female: 50-70', 'metric': 'Male: 25-41; Female: 23-32'}","{'imperial': 'Male: 23-26; Female: 21-25', 'metric': 'Male: 58-66; Female: 53-64'}","{'id': 'LtHPr7ay0L', 'url': 'https://cdn4.thedogapi.com/optimized/LtHPr7ay0L.jpg', 'width': 1248, 'height': 848}",Male: 25-41; Female: 23-32,23.0,41.0,30.25,Male: 58-66; Female: 53-64,53.0,66.0,60.25,12.0,15.0,13.5,large,"['Intelligent', 'calm', 'devoted', 'friendly', 'eager to please']"
81,Chow Chow,2,8-12,"Loyal, independent, aloof, alert, calm, protective",China,CN,CN,"An ancient, powerful, and sturdily built dog of Arctic spitz-type, known for its distinctive lion-like mane, unique blue-black tongue, stilted gait, and dense double coat",,,Non-Sporting,"One of the oldest recognizable breeds with origins dating back over 2,000 years in northern China, where it served as hunting, herding, guarding, and companion dog. Refined during Tang Dynasty and recognized by AKC in 1903.",XSu9Ht84DA,"{'imperial': '45-70', 'metric': '20-32'}","{'imperial': '17-20', 'metric': '43-51'}","{'id': 'XSu9Ht84DA', 'url': 'https://cdn4.thedogapi.com/optimized/XSu9Ht84DA.jpg', 'width': 1088, 'height': 976}",20-32,20.0,32.0,26.0,43-51,43.0,51.0,47.0,8.0,12.0,10.0,medium,"['Loyal', 'independent', 'aloof', 'alert', 'calm', 'protective']"
84,Clumber Spaniel,2,10-12,"Gentle, loyal, calm, intelligent, playful",England,GB,GB,"A long, low, and substantial flushing spaniel with a massive head, heavy bone structure, pensive expression, and predominantly white coat with lemon or orange markings",,,Sporting,"Developed in the 18th century, associated with the French Duc de Noailles and Duke of Newcastle's Clumber Park estate in Nottinghamshire. Likely developed from Alpine Spaniel, Basset Hound crosses. Prized by British royalty and nobility as gentleman's hunting spaniels for game flushing",M5cp3u9VBx,"{'imperial': 'Male: 70-85; Female: 55-70', 'metric': 'Male: 32-39; Female: 25-32'}","{'imperial': 'Male: 17-20; Female: 17-19', 'metric': 'Male: 43-51; Female: 43-48'}","{'id': 'M5cp3u9VBx', 'url': 'https://cdn4.thedogapi.com/optimized/M5cp3u9VBx.jpg', 'width': 1088, 'height': 976}",Male: 32-39; Female: 25-32,25.0,39.0,32.0,Male: 43-51; Female: 43-48,43.0,51.0,46.25,10.0,12.0,11.0,large,"['Gentle', 'loyal', 'calm', 'intelligent', 'playful']"
86,Cocker Spaniel,2,10-14,"Friendly, affectionate, playful, intelligent, outgoing",United States,US,US,"Compact sporting breed with silky coat, merry expression, and affectionate nature",,,Sporting,"Descended from English Cocker Spaniels, developed in the US for smaller size and specialized for woodcock hunting; officially recognized as a distinct breed by the AKC in 1946",OIR28n2ihA,"{'imperial': 'Male: 25-30; Female: 20-25', 'metric': 'Male: 11-14; Female: 9-11'}","{'imperial': 'Male: 13.5-15.5; Female: 12.5-14.5', 'metric': 'Male: 34-39; Female: 32-37'}","{'id': 'OIR28n2ihA', 'url': 'https://cdn4.thedogapi.com/optimized/OIR28n2ihA.jpg', 'width': 1264, 'height': 848}",Male: 11-14; Female: 9-11,9.0,14.0,11.25,Male: 34-39; Female: 32-37,32.0,39.0,35.5,10.0,14.0,12.0,small,"['Friendly', 'affectionate', 'playful', 'intelligent', 'outgoing']"
89,Coton de Tulear,2,,"Happy, playful, affectionate, alert, friendly, intelligent, adaptable",Madagascar,MG,MG,"Small companion dog with soft cotton-like white coat, charming personality and cheerful temperament",,,Non-Sporting,"Originated as royal dog and companion to nobles in Madagascar, developed from small white dogs brought by traders. Named for city of Tuléar and recognized by FCI and AKC as beloved adaptable companion breed",mFiuFIyvhH,"{'imperial': 'Male: 9-15; Female: 8-13', 'metric': 'Male: 4-7; Female: 3.5-6'}","{'imperial': 'Male: 10-11; Female: 9-10', 'metric': 'Male: 25-28; Female: 23-25'}","{'id': 'mFiuFIyvhH', 'url': 'https://cdn4.thedogapi.com/optimized/mFiuFIyvhH.jpg', 'width': 1216, 'height': 880}",Male: 4-7; Female: 3.5-6,3.5,7.0,5.125,Male: 25-28; Female: 23-25,23.0,28.0,25.25,,,,small,"['Happy', 'playful', 'affectionate', 'alert', 'friendly', 'intelligent', 'adaptable']"
92,Dalmatian,2,11-13,"Energetic, outgoing, intelligent, alert, athletic","Dalmatia, Croatia",HR,HR,"Medium-sized, athletic dog with distinctive black or liver spotted white coat and elegant build, originally bred as a carriage dog with exceptional endurance",,,Non-Sporting,"Ancient breed with roots in Dalmatia, Croatia, originally bred as carriage dogs to run for miles alongside horse-drawn coaches, guarding horses and coaches. Also served as circus performers and iconic firehouse mascots, particularly associated with American fire departments. Recognized by AKC in 1888.",ACDtQWVRBr,"{'imperial': 'Male: 55-70; Female: 45-60', 'metric': 'Male: 25-32; Female: 20-27'}","{'imperial': 'Male: 23-24; Female: 22-23', 'metric': 'Male: 58-61; Female: 56-58'}","{'id': 'ACDtQWVRBr', 'url': 'https://cdn4.thedogapi.com/optimized/ACDtQWVRBr.jpg', 'width': 896, 'height': 1200}",Male: 25-32; Female: 20-27,20.0,32.0,26.0,Male: 58-61; Female: 56-58,56.0,61.0,58.25,11.0,13.0,12.0,medium,"['Energetic', 'outgoing', 'intelligent', 'alert', 'athletic']"
94,Doberman Pinscher,2,10-12,"Intelligent, alert, loyal, energetic, confident",Germany,DE,DE,"Medium-large, sleek, athletic and powerful dog known for exceptional loyalty and intelligence. This elegant working breed combines strength with agility and has a confident, alert demeanor.",,,Working,"Created in late 19th century by Karl Friedrich Louis Dobermann using breeds such as the Rottweiler, German Pinscher, and others for protection and companionship",yy1nVxX1TD,"{'imperial': 'Male: 75-100; Female: 60-90', 'metric': 'Male: 34-45; Female: 27-41'}","{'imperial': 'Male: 26-28; Female: 24-26', 'metric': 'Male: 66-71; Female: 61-66'}","{'id': 'yy1nVxX1TD', 'url': 'https://cdn4.thedogapi.com/optimized/yy1nVxX1TD.jpg', 'width': 1264, 'height': 848}",Male: 34-45; Female: 27-41,27.0,45.0,36.75,Male: 66-71; Female: 61-66,61.0,71.0,66.0,10.0,12.0,11.0,large,"['Intelligent', 'alert', 'loyal', 'energetic', 'confident']"
95,Dogo Argentino,2,9-15,"Courageous, loyal, protective, confident, intelligent, energetic",Argentina,AR,AR,"Large, powerful, all-white mastiff-type dog with massive head and athletic build, originally developed for big-game hunting with exceptional courage and strength",,,Working,"Developed in Argentina in the 1920s by Dr. Antonio Nores Martinez who systematically crossed the now-extinct Cordoba Fighting Dog with Great Dane, Boxer, Bull Terrier, and Pointer to create a versatile big-game hunter for wild boar and puma",TKneriCOWC,"{'imperial': 'Male: 88-100; Female: 88-95', 'metric': 'Male: 40-45; Female: 40-43'}","{'imperial': 'Male: 24-26.5; Female: 24-25.5', 'metric': 'Male: 61-67; Female: 61-65'}","{'id': 'TKneriCOWC', 'url': 'https://cdn4.thedogapi.com/optimized/TKneriCOWC.jpg', 'width': 896, 'height': 1200}",Male: 40-45; Female: 40-43,40.0,45.0,42.0,Male: 61-67; Female: 61-65,61.0,67.0,63.5,9.0,15.0,12.0,large,"['Courageous', 'loyal', 'protective', 'confident', 'intelligent', 'energetic']"
98,Dutch Shepherd,2,11-14,"Intelligent, loyal, alert, energetic, athletic, work-focused, independent",Netherlands,NL,NL,"Medium-sized herding dog with athletic, muscular build and distinctive brindle coat pattern. An intelligent, versatile, and work-focused breed of Dutch origin that served as an all-purpose farm dog.",,,Herding,"Developed in the Netherlands as an all-purpose farm dog for herding sheep and cattle, cart-pulling, and guarding. Nearly extinct after WWII but preserved through dedicated breeding efforts. Known for its brindle coat in three varieties: short, long, and wire-haired.",GxmoWNpZqN,"{'imperial': 'Male: 50-75; Female: 42-65', 'metric': 'Male: 23-34; Female: 19-30'}","{'imperial': 'Male: 22.5-25; Female: 21.5-24', 'metric': 'Male: 57-64; Female: 55-61'}","{'id': 'GxmoWNpZqN', 'url': 'https://cdn4.thedogapi.com/optimized/GxmoWNpZqN.jpg', 'width': 1104, 'height': 960}",Male: 23-34; Female: 19-30,19.0,34.0,26.5,Male: 57-64; Female: 55-61,55.0,64.0,59.25,11.0,14.0,12.5,medium,"['Intelligent', 'loyal', 'alert', 'energetic', 'athletic', 'work-focused', 'independent']"
101,English Setter,2,12-14,"Friendly, gentle, affectionate, intelligent, energetic",England,GB,GB,"Elegant and athletic gundog distinguished by its unique speckled (belton) coat, feathered markings, and graceful movement, known for gentle hunting instincts and friendly disposition",,,Sporting,"Developed in England over 400 years ago from spaniel stock, refined in the 19th century by Edward Laverack and R. Purcell Llewellin to create a specialized bird dog for locating and setting game birds",DaCvmFBDVI,"{'imperial': 'Male: 65-80; Female: 45-70', 'metric': 'Male: 29-36; Female: 20-32'}","{'imperial': 'Male: 25-27; Female: 23-25', 'metric': 'Male: 64-69; Female: 58-64'}","{'id': 'DaCvmFBDVI', 'url': 'https://cdn4.thedogapi.com/optimized/DaCvmFBDVI.jpg', 'width': 1200, 'height': 896}",Male: 29-36; Female: 20-32,20.0,36.0,29.25,Male: 64-69; Female: 58-64,58.0,69.0,63.75,12.0,14.0,13.0,large,"['Friendly', 'gentle', 'affectionate', 'intelligent', 'energetic']"
102,English Shepherd,2,12-15,"Intelligent, loyal, energetic, alert, devoted, adaptable",United States,US,US,"Exceptionally intelligent and versatile medium-sized herding dog with a dense double coat and strong work ethic, developed as an all-purpose farm dog with devotion to family and adaptable temperament",,,Herding,"Developed in the United States from British and Scottish collie-type farm dogs brought by early settlers, bred as versatile all-purpose farm dogs for herding livestock, guarding property, and hunting vermin",cb5ROjCCNf,"{'imperial': 'Male: 45-60; Female: 35-50', 'metric': 'Male: 20-27; Female: 16-23'}","{'imperial': 'Male: 19-23; Female: 18-22', 'metric': 'Male: 48-58; Female: 46-56'}","{'id': 'cb5ROjCCNf', 'url': 'https://cdn4.thedogapi.com/optimized/cb5ROjCCNf.jpg', 'width': 1152, 'height': 928}",Male: 20-27; Female: 16-23,16.0,27.0,21.5,Male: 48-58; Female: 46-56,46.0,58.0,52.0,12.0,15.0,13.5,medium,"['Intelligent', 'loyal', 'energetic', 'alert', 'devoted', 'adaptable']"
103,English Springer Spaniel,2,12-14,"Friendly, intelligent, energetic, eager to please, playful",England,GB,GB,"Medium-sized athletic sporting dog with long ears, feathered silky coat, and enthusiastic, eager-to-please personality. Known for their compact body, gentle intelligent expression, and versatile gundog abilities.",,,Sporting,"Developed in 19th century England as a versatile gundog to find and 'spring' game for the net, falcon, or gun. Originally separated from smaller 'cocker' spaniels by size and hunting use. Officially recognized by The Kennel Club in 1902 and AKC in 1910.",AT2BZ19dCG,"{'imperial': 'Male: 45-55; Female: 35-50', 'metric': 'Male: 20-25; Female: 16-23'}","{'imperial': 'Male: 19-21; Female: 18-20', 'metric': 'Male: 48-53; Female: 46-51'}","{'id': 'AT2BZ19dCG', 'url': 'https://cdn4.thedogapi.com/optimized/AT2BZ19dCG.jpg', 'width': 1200, 'height': 896}",Male: 20-25; Female: 16-23,16.0,25.0,21.0,Male: 48-53; Female: 46-51,46.0,53.0,49.5,12.0,14.0,13.0,medium,"['Friendly', 'intelligent', 'energetic', 'eager to please', 'playful']"
105,English Toy Terrier (Black & Tan),2,12-13,"Alert, intelligent, loyal, playful",England,GB,GB,"Small, elegant black and tan terrier with fine-boned build and distinctive pointed, candle-flame ears",,,Toy,"Descended from the Old English Black and Tan Terrier, bred as a ratter in Victorian England and now a rare companion breed. Recognized by The Kennel Club (UK).",gS4U8SIVh6,"{'imperial': '6-8', 'metric': '2.7-3.6'}","{'imperial': '10-12', 'metric': '25-30'}","{'id': 'gS4U8SIVh6', 'url': 'https://cdn4.thedogapi.com/optimized/gS4U8SIVh6.jpg', 'width': 1264, 'height': 848}",2.7-3.6,2.7,3.6,3.1500000000000004,25-30,25.0,30.0,27.5,12.0,13.0,12.5,small,"['Alert', 'intelligent', 'loyal', 'playful']"
107,Eurasier,2,12-14,"Calm, confident, loyal, intelligent, gentle, reserved",Germany,DE,DE,"Medium-sized Spitz-type dog with balanced proportions and thick, plush double coat that comes in a variety of colors. Known for its calm, devoted nature and confident temperament.",,,Non-Sporting,"Developed in Germany in the 1960s by Julius Wipfel by crossing Chow Chow, Wolfspitz (Keeshond), and Samoyed to create an ideal Spitz-type family companion dog. Recognized by the FCI.",hZkMlKOLPl,"{'imperial': 'Male: 51-71; Female: 40-57', 'metric': 'Male: 23-32; Female: 18-26'}","{'imperial': 'Male: 20.5-23.5; Female: 19-22', 'metric': 'Male: 52-60; Female: 48-56'}","{'id': 'hZkMlKOLPl', 'url': 'https://cdn4.thedogapi.com/optimized/hZkMlKOLPl.jpg', 'width': 1152, 'height': 912}",Male: 23-32; Female: 18-26,18.0,32.0,24.75,Male: 52-60; Female: 48-56,48.0,60.0,54.0,12.0,14.0,13.0,medium,"['Calm', 'confident', 'loyal', 'intelligent', 'gentle', 'reserved']"
108,Field Spaniel,2,12-13,"Docile, intelligent, affectionate, gentle, sensitive",England,GB,GB,"Medium-sized sporting dog with silky, glossy coat in black, liver, or roan colors, built for endurance and agility in the field with an adaptable, noble temperament",,,Sporting,"Developed in England during the late 19th century from Cocker Spaniels and other spaniel varieties, initially for show but later redeveloped for field work. The breed faced near extinction after World War II but was revived by dedicated breeders.",Be3GbWbcKe,"{'imperial': '35-50', 'metric': '16-23'}","{'imperial': '17-18', 'metric': '43-46'}","{'id': 'Be3GbWbcKe', 'url': 'https://cdn4.thedogapi.com/optimized/Be3GbWbcKe.jpg', 'width': 1008, 'height': 1056}",16-23,16.0,23.0,19.5,43-46,43.0,46.0,44.5,12.0,13.0,12.5,medium,"['Docile', 'intelligent', 'affectionate', 'gentle', 'sensitive']"
110,Finnish Lapphund,2,12-15,"Friendly, alert, intelligent, calm, courageous, loyal, adaptable",Lapland (Finland),FI,FI,"Medium-sized, sturdy spitz-type dog with a thick profuse double coat and fox-like features, originally bred for herding reindeer in arctic conditions by the Sami people",,,Herding,"Ancient spitz breed developed by the indigenous Sami people of Lapland to herd and guard reindeer in Arctic conditions. Nearly extinct after WWII but successfully restored by dedicated Finnish breeders, officially recognized by Finnish Kennel Club in 1945",iYYvYN0MXl,"{'imperial': '33-53', 'metric': '15-24'}","{'imperial': 'Male: 18-21; Female: 16-19', 'metric': 'Male: 46-53; Female: 41-49'}","{'id': 'iYYvYN0MXl', 'url': 'https://cdn4.thedogapi.com/optimized/iYYvYN0MXl.jpg', 'width': 1104, 'height': 976}",15-24,15.0,24.0,19.5,Male: 46-53; Female: 41-49,41.0,53.0,47.25,12.0,15.0,13.5,medium,"['Friendly', 'alert', 'intelligent', 'calm', 'courageous', 'loyal', 'adaptable']"
111,Finnish Spitz,2,12-15,"Friendly, alert, intelligent, independent, playful, courageous",Finland,FI,FI,"Medium-sized fox-like spitz hunting dog with dense golden-red double coat, erect ears, curled plumed tail, and alert expression. Known as Finland's national dog and called the 'barking pointer' for their distinctive hunting style.",,,Non-Sporting,"Ancient Finnish breed developed through centuries of selective breeding to hunt all types of game from squirrels to bears. Nearly extinct in late 1800s before restoration efforts. Became Finland's national dog in 1979, bred specifically for barking ability and stamina in harsh climates.",0nn8e8rJH2,"{'imperial': 'Male: 25-33; Female: 20-28', 'metric': 'Male: 11-15; Female: 9-13'}","{'imperial': 'Male: 17.5-20; Female: 15.5-18', 'metric': 'Male: 44.5-51; Female: 39-46'}","{'id': '0nn8e8rJH2', 'url': 'https://cdn4.thedogapi.com/optimized/0nn8e8rJH2.jpg', 'width': 1024, 'height': 1024}",Male: 11-15; Female: 9-13,9.0,15.0,12.0,Male: 44.5-51; Female: 39-46,39.0,51.0,45.125,12.0,15.0,13.5,small,"['Friendly', 'alert', 'intelligent', 'independent', 'playful', 'courageous']"
113,French Bulldog,2,10-12,"Affectionate, playful, alert, adaptable, smart",France,FR,FR,"Small, compact muscular companion dog known for its distinctive large bat-like ears, flat smooshed face, and short smooth coat. Originally developed as a beloved companion breed with a playful, alert disposition.",,,Non-Sporting,Developed in 19th century France when English lacemakers brought Toy Bulldogs to France and crossed them with local French ratters becoming highly fashionable in Parisian society,Rvl1BeqaRB,"{'imperial': '16-28', 'metric': '7-13'}","{'imperial': '11-13', 'metric': '28-33'}","{'id': 'Rvl1BeqaRB', 'url': 'https://cdn4.thedogapi.com/optimized/Rvl1BeqaRB.jpg', 'width': 1200, 'height': 880}",7-13,7.0,13.0,10.0,28-33,28.0,33.0,30.5,10.0,12.0,11.0,small,"['Affectionate', 'playful', 'alert', 'adaptable', 'smart']"
114,German Pinscher,2,12-14,"Alert, courageous, intelligent, energetic, confident, loyal",Germany,DE,DE,"Medium-sized, well-muscled working dog with elegant, athletic build and smooth coat. Known for its high-spirited, alert, and confident demeanor, this is one of Germany's oldest breeds.",,,Working,"Ancient German breed developed for vermin control, ratting, and farm work. Ancestor to the Doberman Pinscher and Miniature Pinscher. Nearly faced extinction after World War II but was revived by Werner Jung in West Germany in the late 1950s. Recognized by AKC in 2003.",j1G4ppvAsp,"{'imperial': '25-45', 'metric': '11-20'}","{'imperial': '17-20', 'metric': '43-51'}","{'id': 'j1G4ppvAsp', 'url': 'https://cdn4.thedogapi.com/optimized/j1G4ppvAsp.jpg', 'width': 832, 'height': 1264}",11-20,11.0,20.0,15.5,43-51,43.0,51.0,47.0,12.0,14.0,13.0,medium,"['Alert', 'courageous', 'intelligent', 'energetic', 'confident', 'loyal']"
115,German Shepherd,2,9-13,"Confident, courageous, intelligent, loyal, protective",Germany,DE,DE,"Large, athletic working dog with erect ears, noble expression, and confident bearing. Known for high intelligence, loyalty, courage, and versatility in herding and working roles.",,,Herding,"Developed in 1899 by Captain Max von Stephanitz to create the ideal herding dog, standardized from local shepherd dogs. Intelligence and trainability led to worldwide use in police and military roles.",kc6oAx2b3X,"{'imperial': 'Male: 65-90; Female: 50-70', 'metric': 'Male: 29-41; Female: 23-32'}","{'imperial': 'Male: 24-26; Female: 22-24', 'metric': 'Male: 61-66; Female: 56-61'}","{'id': 'kc6oAx2b3X', 'url': 'https://cdn4.thedogapi.com/optimized/kc6oAx2b3X.jpg', 'width': 1136, 'height': 944}",Male: 29-41; Female: 23-32,23.0,41.0,31.25,Male: 61-66; Female: 56-61,56.0,66.0,61.0,9.0,13.0,11.0,large,"['Confident', 'courageous', 'intelligent', 'loyal', 'protective']"
116,German Shorthaired Pointer,2,10-12,"Friendly, intelligent, energetic, eager to please, athletic",Germany,DE,DE,"A versatile, athletic, and noble all-purpose hunting dog with a distinctive short, dense liver and white coat, known for its intelligence, energy, and friendly disposition",,,Sporting,"Developed in 19th-century Germany by crossing Spanish Pointers, Bloodhound, and local German hunting dogs to create a versatile pointer-retriever capable of working on land and water. Recognized by AKC in 1930.",A7aYZ5fINU,"{'imperial': 'Male: 55-70; Female: 45-60', 'metric': 'Male: 25-32; Female: 20-27'}","{'imperial': 'Male: 23-25; Female: 21-23', 'metric': 'Male: 58-64; Female: 53-58'}","{'id': 'A7aYZ5fINU', 'url': 'https://cdn4.thedogapi.com/optimized/A7aYZ5fINU.jpg', 'width': 1264, 'height': 832}",Male: 25-32; Female: 20-27,20.0,32.0,26.0,Male: 58-64; Female: 53-58,53.0,64.0,58.25,10.0,12.0,11.0,medium,"['Friendly', 'intelligent', 'energetic', 'eager to please', 'athletic']"
119,Giant Schnauzer,2,12-15,"Loyal, intelligent, alert, energetic, courageous, confident",Germany,DE,DE,"Large, powerful, and robust working dog with a dense wiry, weather-resistant coat, distinctive beard and eyebrows, and commanding, imposing presence. Originally bred for driving cattle and guarding in Germany.",,,Working,"Developed in Bavaria and Württemberg, Germany as a larger version of the Standard Schnauzer by crossing with larger breeds like the Great Dane. Originally used for driving cattle to market, guarding property, breweries and farms, and later as police and military working dogs.",Ygv4UKHpCW,"{'imperial': 'Male: 60-85; Female: 55-75', 'metric': 'Male: 27-39; Female: 25-34'}","{'imperial': 'Male: 25.5-27.5; Female: 23.5-25.5', 'metric': 'Male: 65-70; Female: 60-65'}","{'id': 'Ygv4UKHpCW', 'url': 'https://cdn4.thedogapi.com/optimized/Ygv4UKHpCW.jpg', 'width': 1136, 'height': 928}",Male: 27-39; Female: 25-34,25.0,39.0,31.25,Male: 65-70; Female: 60-65,60.0,70.0,65.0,12.0,15.0,13.5,large,"['Loyal', 'intelligent', 'alert', 'energetic', 'courageous', 'confident']"
120,Glen of Imaal Terrier,2,10-15,"Courageous, gentle, loyal, intelligent, spirited","Glen of Imaal, County Wicklow, Ireland",IE,IE,"A strong, low-set working terrier of medium length with a sturdy, powerful build. Known for its harsh, weather-resistant double coat and courageous working temperament developed in the rugged Irish mountains.",,,Terrier,"Originated in the rugged Glen of Imaal valley as an all-around farm dog for hunting badgers and foxes, eradicating vermin, and historically used as turnspit dogs. Recognized by Irish Kennel Club in 1934 and AKC in 2004.",lzq3JY4LXN,"{'imperial': 'Male: 32-40; Female: 30-40', 'metric': 'Male: 15-18; Female: 14-18'}","{'imperial': '12.5-14', 'metric': '32-36'}","{'id': 'lzq3JY4LXN', 'url': 'https://cdn4.thedogapi.com/optimized/lzq3JY4LXN.jpg', 'width': 1264, 'height': 848}",Male: 15-18; Female: 14-18,14.0,18.0,16.25,32-36,32.0,36.0,34.0,10.0,15.0,12.5,medium,"['Courageous', 'gentle', 'loyal', 'intelligent', 'spirited']"
